00001|Examination, Industrial, Insurance||160.00
00002|Limited examinations for special policies||112.00
00003|Industrial preplacement & periodic examination||66.30
00004|Group examination of apparently healthy persons||269.00
00005|Sessional Fees - half-day session (3.5 hours) - 5 or less per week||723.00
00006|Sessional Fees - 6th or additional half-day session - same week||602.00
00007|Consultative or Advisory work - per half day (3 1/2 hrs)||882.00
00008|Consultative or Advisory committee work - per day||1760.00
00009|Mileage - Auto (to give evidence in court)||0.45
00010|Injection, Intramuscular|8.42|17.90
00011|Injection, Intravenous|9.93|21.20
00012|Injection, venepuncture|4.63|9.70
00013|Injection, Intra-arterial|12.45|30.90
00014|Injection, Intra-articular - hip (initial injection)|19.84|45.90
00015|Injection, Intra-articular - tendons, bursae and all other joints (initial injection)|13.20|30.90
00016|Injection, Intrathecal|25.14|52.20
00017|Blood Transfusion, Central Venous Pressure Catheter|23.32|70.30
00018|Blood Transfusion, Autologous Ascitic Infusion|46.93|142.00
00019|Phlebotomy - venesection for polycythemia|24.51|60.60
00020|Blood Transfusion administered outside hospital|54.65|115.00
00021|Blood Transfusion in Hospital|36.38|104.00
00022|Serum transfusion|21.74|45.50
00023|Blood Transfusion with Vein Dissection|39.21|78.00
00024|Blood Transfusion - Vein Dissection for I.V. Therapy|34.96|90.50
00025|Hyperbaric Chamber - physician in chamber - 1st half hour|77.43|203.00
00026|Hyperbaric Chamber - physician in chamber - each additional 15 minutes|39.75|103.00
00027|Hyperbaric Chamber - physician outside chamber - 1st half hour|52.73|138.00
00028|Hyperbaric Chamber - physician outside chamber - each additional 15 minutes|28.00|73.30
00030|Skin Tests-diagnostic|8.42|17.90
00031|Smallpox-vaccination|7.56|15.80
00032|Occupational Fitness Assessment form (OFA)||37.50
00033|OFA, completion of section E only||24.00
00034|Injection Subcutaneous|8.42|17.90
00036|Blood Alcohol Sampling||72.60
00037|Blood Alcohol Sampling - for standby time, per half hour||123.00
00039|Methadone treatment|10.52|25.80
00040|Gavage Stomach|25.41|60.60
00041|Ultrasound, treatment|8.42|17.90
00042|Mileage|2.59|10.40
00043|Anticoagulation Therapy|2.87|10.40
00044|Mini tray fee|4.45|8.50
00045|Manipulative Therapy|15.67|37.30
00046|Hyperbaric Chamber - Additional charge per hour|24.79|80.30
00047|Renewal of Prescription||23.75
